Id,Code,Name,Class,Standard Concept Caption,Domain,Vocabulary
41297286,OMOP2495248,Dexamethasone 0.2 MG/ML / xylometazoline 0.5 MG/ML [Otriven],Branded Drug Comp,Standard,Drug,RxNorm Extension
41295058,OMOP2493020,Dexamethasone 0.00333 MG/MG,Clinical Drug Comp,Standard,Drug,RxNorm Extension
41295057,OMOP2493019,Dexamethasone 0.00044 MG/MG,Clinical Drug Comp,Standard,Drug,RxNorm Extension
41292463,OMOP2490425,Dexamethasone 0.5 MG Oral Tablet Box of 100 by Galen,Marketed Product,Standard,Drug,RxNorm Extension
41292462,OMOP2490424,Dexamethasone 1.5 MG Oral Tablet [Cortidexason] Box of 50 by DermaPharm,Marketed Product,Standard,Drug,RxNorm Extension
41292461,OMOP2490423,Dexamethasone 1.5 MG Oral Tablet [Dexamonozon] Box of 30 by Medice,Marketed Product,Standard,Drug,RxNorm Extension
41292460,OMOP2490422,Dexamethasone 1.5 MG Oral Tablet [Predni F] Box of 25 by Sanofi,Marketed Product,Standard,Drug,RxNorm Extension
41292459,OMOP2490421,Dexamethasone 8 MG Oral Tablet Box of 10 by Jenapharm,Marketed Product,Standard,Drug,RxNorm Extension
41292458,OMOP2490420,Dexamethasone 8 MG Oral Tablet Box of 100 by Mibe,Marketed Product,Standard,Drug,RxNorm Extension
41292457,OMOP2490419,Dexamethasone 4 MG Oral Tablet [Fortecortin] Box of 20 by Gerke,Marketed Product,Standard,Drug,RxNorm Extension
41292456,OMOP2490418,Dexamethasone 0.5 MG Oral Tablet Box of 50 by Mibe,Marketed Product,Standard,Drug,RxNorm Extension
41292455,OMOP2490417,Dexamethasone 0.5 MG Oral Tablet [Dexaflam] Box of 20 by Sanofi,Marketed Product,Standard,Drug,RxNorm Extension
41287207,OMOP2485169,Allantoin 10.3 MG / Dexamethasone 0.5 MG / Dibucaine 6 MG / diphenylpyraline 6 MG Rectal Suppository [Dolo Posterine],Branded Drug,Standard,Drug,RxNorm Extension
41286441,OMOP2484403,Atropine 0.02 MG/ML / Dexamethasone 1 MG/ML / Khellincarboxylic Acid 5.6 MG/ML / Methocarbamol 4 MG/ML / Papaverine 1 MG/ML / Pentylenetetrazole 2 MG/ML / proxyphylline 24 MG/ML Injectable Solution [Afpred] Box of 12,Branded Drug Box,Standard,Drug,RxNorm Extension
41286434,OMOP2484396,Dexamethasone 0.25 MG/ML / dexpanthenol 1.5 MG/ML / homatropine 0.154 MG/ML / Isoproterenol 1.81 MG/ML / Methocarbamol 3.07 MG/ML / proxyphylline 6.15 MG/ML Inhalant Solution [Afdosa] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284515,OMOP2482477,Castor Oil 8 MG/ML / Coal Tar 43 MG/ML / Dexamethasone 0.15 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Fissan Teer] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284514,OMOP2482476,Castor Oil 8 MG/ML / Coal Tar 43 MG/ML / Dexamethasone 0.15 MG/ML / Salicylic Acid 4 MG/ML Medicated Shampoo [Fissan Teer P],Branded Drug,Non-Standard,Drug,RxNorm Extension
41284294,OMOP2482256,Dexamethasone 0.325 MG / Dipyrone 125 MG / Phenylbutazone 125 MG / pyridoxine 10 MG / Thiamine 15 MG / Vitamin B 12 0.3 MG Oral Tablet [Dexa Attritin],Branded Drug,Standard,Drug,RxNorm Extension
41284293,OMOP2482255,Dexamethasone 1 MG / Phenylbutazone 200 MG / Vitamin B 12 2 MG Rectal Suppository [Ambene] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41284292,OMOP2482254,Dexamethasone 0.325 MG / Phenylbutazone 125 MG / pyridoxine 10 MG / Thiamine 15 MG / Vitamin B 12 0.3 MG Oral Tablet [Dexa Attritin] Box of 500,Branded Drug Box,Standard,Drug,RxNorm Extension
41284291,OMOP2482253,Dexamethasone 4 MG / Procaine 50 MG / pyridoxine 100 MG / Thiamine 100 MG / Vitamin B 12 1 MG Injectable Solution [Dexa Neurobion] Box of 15,Branded Drug Box,Standard,Drug,RxNorm Extension
41284166,OMOP2482128,Dexamethasone 5 MG/ML Injectable Solution [Dexamethason-Rotexmedica] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41284165,OMOP2482127,Dexamethasone 5 MG/ML Injectable Solution [Dexa Allvoran] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284164,OMOP2482126,Dexamethasone 5 MG/ML Injectable Solution [Dexa Ct],Branded Drug,Standard,Drug,RxNorm Extension
41284163,OMOP2482125,Dexamethasone 5 MG/ML Injectable Solution [Dexa Effekton] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41284162,OMOP2482124,Dexamethasone 5 MG/ML Injectable Solution [Dexa Effekton] Box of 12,Branded Drug Box,Standard,Drug,RxNorm Extension
41284161,OMOP2482123,Dexamethasone 5 MG/ML Injectable Solution [Dexagalen] Box of 10,Branded Drug Box,Standard,Drug,RxNorm Extension
41284160,OMOP2482122,Dexamethasone 5 MG/ML Injectable Solution [Dexagalen] Box of 30,Branded Drug Box,Standard,Drug,RxNorm Extension
41284159,OMOP2482121,Dexamethasone 5 MG/ML Injectable Solution [Dexahexal] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41284158,OMOP2482120,Dexamethasone 5 MG/ML Injectable Solution [Dexahexal] Box of 10,Branded Drug Box,Standard,Drug,RxNorm Extension
41284157,OMOP2482119,Dexamethasone 4 MG Injectable Solution [Dexamethason Abz],Branded Drug,Standard,Drug,RxNorm Extension
41284156,OMOP2482118,Dexamethasone 0.0000119 MG/MG Inhalant Solution [Auxiloson],Branded Drug,Standard,Drug,RxNorm Extension
41284155,OMOP2482117,Dexamethasone 5 MG/ML Injectable Solution [Auxiloson] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284154,OMOP2482116,Dexamethasone 2 MG/ML Injectable Solution [Auxiloson],Branded Drug,Standard,Drug,RxNorm Extension
41284153,OMOP2482115,Dexamethasone 8 MG/ML Injectable Solution [Fortecortin Amp],Branded Drug,Non-Standard,Drug,RxNorm Extension
41284152,OMOP2482114,Dexamethasone 2.5 MG/ML Injectable Solution [Lipotalon] Box of 750,Branded Drug Box,Standard,Drug,RxNorm Extension
41284149,OMOP2482111,Dexamethasone 2 MG Oral Tablet [Fortecortin] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41284148,OMOP2482110,Dexamethasone 0.5 MG Oral Tablet [Dexaflam] Box of 20,Branded Drug Box,Standard,Drug,RxNorm Extension
41284147,OMOP2482109,Dexamethasone 0.5 MG Oral Tablet [Dexaflam] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41284146,OMOP2482108,Dexamethasone 0.5 MG Oral Tablet [Dexamed] Box of 10,Branded Drug Box,Standard,Drug,RxNorm Extension
41284145,OMOP2482107,Dexamethasone 0.5 MG Oral Tablet [Fortecortin] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41284144,OMOP2482106,Dexamethasone 0.5 MG Oral Tablet [Fortecortin] Box of 200,Branded Drug Box,Standard,Drug,RxNorm Extension
41284142,OMOP2482104,Dexamethasone 5 MG/ML Injectable Solution [Dexa Inject] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41284141,OMOP2482103,Dexamethasone 1.5 MG Oral Tablet [Dexaflam],Branded Drug,Standard,Drug,RxNorm Extension
41284140,OMOP2482102,Dexamethasone 1.5 MG Oral Tablet [Fortecortin] Box of 150,Branded Drug Box,Standard,Drug,RxNorm Extension
41284139,OMOP2482101,Dexamethasone 1.5 MG Oral Tablet [Predni F] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41284138,OMOP2482100,Dexamethasone 1.5 MG Oral Tablet [Predni F Inen] Box of 25,Branded Drug Box,Non-Standard,Drug,RxNorm Extension
41284137,OMOP2482099,Dexamethasone 5 MG/ML Injectable Solution [Decadron Lt] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284135,OMOP2482097,Dexamethasone 4 MG/ML Injectable Solution [Dexa Allvoran] Box of 5,Branded Drug Box,Standard,Drug,RxNorm Extension
41284134,OMOP2482096,Dexamethasone 4 MG/ML Injectable Solution [Dexa Effek] Box of 12,Branded Drug Box,Non-Standard,Drug,RxNorm Extension
41284133,OMOP2482095,Dexamethasone 4 MG/ML Injectable Solution [Dexa Effek] Box of 200,Branded Drug Box,Non-Standard,Drug,RxNorm Extension
41284132,OMOP2482094,Dexamethasone 4 MG/ML Injectable Solution [Dexabene] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41284130,OMOP2482092,Dexamethasone 4 MG/ML Injectable Solution [Decadron Lt] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41284129,OMOP2482091,Dexamethasone 4 MG Oral Tablet [Dexamethason Ratiopharm] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41284128,OMOP2482090,Dexamethasone 0.5 MG Oral Tablet [Predni F] Box of 20,Branded Drug Box,Standard,Drug,RxNorm Extension
41284127,OMOP2482089,Dexamethasone 0.3 MG/ML / dexpanthenol 3 MG/ML / Salicylic Acid 2 MG/ML Injectable Solution [Cortidexason] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284126,OMOP2482088,Dexamethasone 0.25 MG/ML / Dyphylline 16.7 MG/ML / Pantothenic Acid 15 MG/ML / Pentylenetetrazole 20 MG/ML / Phenylephrine 2 MG/ML Inhalant Solution [Dexafat] Box of 5,Branded Drug Box,Standard,Drug,RxNorm Extension
41284122,OMOP2482084,Dexamethasone 6 MG / Indomethacin 1000 MG Oral Capsule [Deca] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41284121,OMOP2482083,Dexamethasone 3 MG/ML / Lidocaine 10 MG/ML Injectable Solution [Dexa Clinit] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41284120,OMOP2482082,Dexamethasone 5 MG/ML / Lidocaine 30 MG/ML Injectable Solution [Supertendin N] Box of 3,Branded Drug Box,Non-Standard,Drug,RxNorm Extension
41275474,OMOP2473436,Dexamethasone 0.0002 MG/MG / Isopropyl Alcohol 0.316 MG/MG / lauryl sulfosuccinate 0.0015 MG/MG / Propylene glycol 0.005 MG/MG / Sodium Ichtosylate 0.005 MG/MG Medicated Shampoo Box of 1,Clinical Drug Box,Standard,Drug,RxNorm Extension
41275074,OMOP2473036,Aminopyrine 200 MG/ML / Dexamethasone 2 MG/ML / Dipyrone 400 MG/ML / Esculin 10 MG/ML / Guaifenesin 200 MG/ML / Lidocaine 50 MG/ML / Niacinamide 10 MG/ML / Procaine 30 MG/ML / Thiamine 100 MG/ML / Vitamin B 12 2 MG/ML / ... Injectable Solution Box of 5,Clinical Drug Box,Standard,Drug,RxNorm Extension
41274712,OMOP2472674,Atropine 0.02 MG/ML / Dexamethasone 1 MG/ML / Khellincarboxylic Acid 5.6 MG/ML / Methocarbamol 4 MG/ML / Papaverine 1 MG/ML / Pentylenetetrazole 2 MG/ML / proxyphylline 24 MG/ML Injectable Solution,Clinical Drug,Standard,Drug,RxNorm Extension
41273972,OMOP2471934,Chlorhexidine 0.5 MG/ML / Dexamethasone 0.4 MG/ML / Lidocaine 20 MG/ML Injectable Solution Box of 100,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273599,OMOP2471561,Dexamethasone 3 MG/ML / Lidocaine 4 MG/ML / Vitamin B 12 1 MG/ML Injectable Solution Box of 6,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273598,OMOP2471560,Dexamethasone 3.3 MG / Dipyrone 500 MG / Lidocaine 30 MG / mofebutazone 657 MG / Vitamin B 12 2.5 MG Injectable Solution Box of 3,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273597,OMOP2471559,Dexamethasone 4 MG / Lidocaine 6 MG / Phenylbutazone 400 MG / salicylamide 150 MG / Vitamin B 12 2.5 MG Injectable Solution Box of 100,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273596,OMOP2471558,Dexamethasone 5 MG/ML / Lidocaine 30 MG/ML / Thiamine 25 MG/ML / Vitamin B 12 0.12 MG/ML Injectable Solution Box of 100,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273595,OMOP2471557,Dexamethasone 0.5 MG / Pantothenic Acid 10 MG / Phenylbutazone 200 MG / prednisolone 3 MG / propyphenazone 300 MG / pyridoxine 10 MG / Vitamin B 12 1 MG Rectal Suppository,Clinical Drug,Standard,Drug,RxNorm Extension
41273504,OMOP2471466,Dexamethasone 3 MG/ML Injectable Solution Box of 150,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273503,OMOP2471465,Dexamethasone 8 MG/ML Injectable Solution Box of 15,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273502,OMOP2471464,Dexamethasone 2.5 MG/ML Injectable Solution,Clinical Drug,Standard,Drug,RxNorm Extension
41273501,OMOP2471463,Dexamethasone 1 MG Oral Tablet Box of 600,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273500,OMOP2471462,Dexamethasone 0.5 MG Oral Tablet Box of 25,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273499,OMOP2471461,Dexamethasone 1.5 MG Oral Tablet Box of 600,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273498,OMOP2471460,Dexamethasone 0.2 MG/ML Medicated Shampoo,Clinical Drug,Standard,Drug,RxNorm Extension
41273497,OMOP2471459,Dexamethasone 4 MG Injectable Solution Box of 3,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273495,OMOP2471457,Dexamethasone 0.33 MG / Diphenhydramine 20 MG / Vitamin A 10000 UNT Oral Tablet Box of 30,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273494,OMOP2471456,Dexamethasone 0.1 MG/ML / Estradiol 0.15 MG/ML Medicated Shampoo,Clinical Drug,Standard,Drug,RxNorm Extension
41273491,OMOP2471453,Dexamethasone 0.125 MG / Indomethacin 25 MG Oral Capsule Box of 50,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273490,OMOP2471452,Dexamethasone 1.6 MG/ML / Lidocaine 20 MG/ML Injectable Solution Box of 120,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273489,OMOP2471451,Dexamethasone 1.38 MG/ML / Lidocaine 5 MG/ML Injectable Solution,Clinical Drug,Standard,Drug,RxNorm Extension
41273488,OMOP2471450,Dexamethasone 1.32 MG/ML / Dipyrone 150 MG/ML / Lidocaine 20 MG/ML / Phenylbutazone 150 MG/ML Injectable Solution Box of 30,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273487,OMOP2471449,Dexamethasone 1.32 MG/ML / Lidocaine 20 MG/ML / Phenylbutazone 150 MG/ML Injectable Solution Box of 3,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273478,OMOP2471440,Dexamethasone 0.5 MG / Papaverine 10 MG / Promethazine 10 MG / proxyphylline 150 MG Oral Tablet Box of 21,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273477,OMOP2471439,Dexamethasone 1 MG/ML / Papaverine 1 MG/ML / proxyphylline 24 MG/ML Injectable Solution Box of 120,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273476,OMOP2471438,Dexamethasone 0.325 MG / Phenylbutazone 125 MG Oral Tablet Box of 150,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273475,OMOP2471437,Dexamethasone 0.2 MG / Phenylbutazone 125 MG / salicylamide 300 MG Oral Capsule Box of 100,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273474,OMOP2471436,Dexamethasone 2.2 MG / salicylamide 500 MG / Thiamine 12 MG Rectal Suppository Box of 30,Clinical Drug Box,Standard,Drug,RxNorm Extension
41273473,OMOP2471435,Dexamethasone 0.5 MG/ML / Salicylic Acid 20 MG/ML Oral Solution,Clinical Drug,Standard,Drug,RxNorm Extension
41269994,OMOP2467956,Dexamethasone / homatropine / Isoproterenol Inhalant Solution [Afdosa],Branded Drug Form,Standard,Drug,RxNorm Extension
41269533,OMOP2467495,Dexamethasone / Esculin / Hesperidin / Lidocaine / mofebutazone / salicylamide / Vitamin B 12 Prefilled Syringe [Dexamonozon],Branded Drug Form,Standard,Drug,RxNorm Extension
41269532,OMOP2467494,Dexamethasone / Phenylbutazone / Vitamin B 12 Rectal Suppository [Ambene],Branded Drug Form,Standard,Drug,RxNorm Extension
41269507,OMOP2467469,Dexamethasone Oral Tablet [Dexamethason Berco],Branded Drug Form,Standard,Drug,RxNorm Extension
41269506,OMOP2467468,Dexamethasone Medicated Shampoo [Dexa Loscon],Branded Drug Form,Standard,Drug,RxNorm Extension
41269501,OMOP2467463,Dexamethasone / dexpanthenol / Salicylic Acid Injectable Solution [Cortidexason],Branded Drug Form,Standard,Drug,RxNorm Extension
41267554,OMOP2465516,Coal Tar / Dexamethasone / Estradiol / Salicylic Acid Medicated Shampoo,Clinical Drug Form,Standard,Drug,RxNorm Extension
41267514,OMOP2465476,Aluminum Hydroxide / Dexamethasone / Phenylbutazone / Thiamine / Vitamin B 12 Oral Tablet,Clinical Drug Form,Standard,Drug,RxNorm Extension
41267497,OMOP2465459,Dexamethasone / Dipyrone / Esculin / Guaifenesin / Lidocaine / salicylamide Injectable Solution,Clinical Drug Form,Standard,Drug,RxNorm Extension
41267496,OMOP2465458,Dexamethasone / Hexachlorophene / Salicylic Acid Medicated Shampoo,Clinical Drug Form,Standard,Drug,RxNorm Extension
41267495,OMOP2465457,Dexamethasone / Dipyrone / Niacinamide / pyridoxine / Thiamine / Vitamin E Oral Tablet,Clinical Drug Form,Standard,Drug,RxNorm Extension
41267024,OMOP2464986,Allantoin 0.02 MG/MG / Dexamethasone 0.0002 MG/MG / Gramicidin 0.00005 MG/MG / Hamamelis virginiana whole extract 0.0025 MG/MG / Matricaria chamomilla flowering top oil 0.005 MG/MG / Neomycin 0.005 MG/MG / ... [Behrederm],Branded Drug Comp,Standard,Drug,RxNorm Extension
41267023,OMOP2464985,Allantoin 0.03 MG/MG / Dexamethasone 0.0005 MG/MG / Salicylic Acid 0.02 MG/MG / Vitamin A 2 UNT/MG / Vitamin E 0.002 MG/MG [Magopsor],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266481,OMOP2464443,Chloramphenicol 5 MG/ML / Dexamethasone 1 MG/ML [Spersadex],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266480,OMOP2464442,Chloramphenicol 5 MG/ML / Dexamethasone 1 MG/ML / tetrahydrozoline 0.25 MG/ML [Spersadexolin],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266464,OMOP2464426,Chlorocarvacrol 0.0003 MG/MG / Cholecalciferol 0.0000024 MG/MG / Clioquinol 0.02 MG/MG / Dexamethasone 0.00029 MG/MG / flaxseed allergenic extract 0.03 MG/MG / Framycetin 0.01 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.0005 MG/MG [Eczensa],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266434,OMOP2464396,Dexamethasone 0.2 MG/ML / Dibucaine 5 MG/ML [Otobacid N],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266383,OMOP2464345,Clioquinol 0.02 MG/MG / Dexamethasone 0.0002 MG/MG [Millicorten Lt],Branded Drug Comp,Non-Standard,Drug,RxNorm Extension
41266274,OMOP2464236,Dexamethasone 0.25 MG / mofebutazone 100 MG / Octotiamine 20 MG / pyridoxine 50 MG / Vitamin B 12 0.5 MG [Clinit],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266240,OMOP2464202,Dexamethasone 13 MG/ML [Fortecortin],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266239,OMOP2464201,Dexamethasone 10 MG/ML [Fortecortin],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266238,OMOP2464200,Dexamethasone 1.5 MG [Dexaflam],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266237,OMOP2464199,Dexamethasone 1.5 MG [Predni F],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266236,OMOP2464198,Dexamethasone 4 MG/ML [Dexa Ct],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266235,OMOP2464197,Dexamethasone 4 MG/ML [Fortecortin Amp],Branded Drug Comp,Non-Standard,Drug,RxNorm Extension
41266234,OMOP2464196,Dexamethasone 0.0002 MG/MG [Dexa Siozwo],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266233,OMOP2464195,Dexamethasone 0.3 MG/ML / dexpanthenol 3 MG/ML / Salicylic Acid 2 MG/ML [Cortidexason],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266232,OMOP2464194,Dexamethasone 0.0001 MG/MG / Dichlorophen 0.01 MG/MG / Sodium Ichtosylate 0.04 MG/MG [Ichtho],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266231,OMOP2464193,Dexamethasone 1 MG/ML / Neomycin 5 MG/ML / Polymyxin B 6000 UNT/ML [Isopto],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266230,OMOP2464192,Dexamethasone 1 MG/ML / Neomycin 5 MG/ML / Polymyxin B 6 UNT/ML [Isopto],Branded Drug Comp,Standard,Drug,RxNorm Extension
41266229,OMOP2464191,Dexamethasone 0.0005 MG/MG / Vitamin A 0.002 UNT/MG [Magopsor],Branded Drug Comp,Standard,Drug,RxNorm Extension
41263955,OMOP2461917,Dexamethasone 0.0000119 MG/MG,Clinical Drug Comp,Standard,Drug,RxNorm Extension
41263954,OMOP2461916,Dexamethasone 0.015 MG/ML,Clinical Drug Comp,Standard,Drug,RxNorm Extension
41261309,OMOP2459271,Dexamethasone 1.5 MG Oral Tablet Box of 100 by Galen,Marketed Product,Standard,Drug,RxNorm Extension
41261308,OMOP2459270,Dexamethasone 8 MG Oral Tablet [Dexamethason Ratiopharm] Box of 50 by Ratiopharm,Marketed Product,Standard,Drug,RxNorm Extension
41261307,OMOP2459269,Dexamethasone 4 MG Oral Tablet Box of 20 by Galen,Marketed Product,Standard,Drug,RxNorm Extension
41261306,OMOP2459268,Dexamethasone 4 MG Oral Tablet [Dexa Ct] Box of 20 by AbZ-Pharma,Marketed Product,Standard,Drug,RxNorm Extension
41261305,OMOP2459267,Dexamethasone 4 MG Oral Tablet [Fortecortin] Box of 50 by Eurim-Pharm,Marketed Product,Standard,Drug,RxNorm Extension
41255946,OMOP2453908,Aminopyrine 200 MG/ML / Dexamethasone 2 MG/ML / Dipyrone 400 MG/ML / Esculin 10 MG/ML / Guaifenesin 200 MG/ML / Lidocaine 50 MG/ML / Niacinamide 10 MG/ML / Procaine 30 MG/ML / Thiamine 100 MG/ML / ... Injectable Solution [Dexa Brachialin],Branded Drug,Standard,Drug,RxNorm Extension
41253512,OMOP2451474,Coal Tar 300 MG/ML / Dexamethasone 0.3 MG/ML / Estradiol 0.05 MG/ML / Salicylic Acid 30 MG/ML Medicated Shampoo [Psorimed] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41253305,OMOP2451267,Dexamethasone 1.32 MG/ML / Diphenhydramine 10 MG/ML / Lidocaine 20 MG/ML / pyridoxine 100 MG/ML / Thiamine 33.3 MG/ML / Vitamin B 12 1 MG/ML Injectable Solution [Supertendin] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41253304,OMOP2451266,Dexamethasone 1 MG/ML / Dipyrone 250 MG/ML / Esculin 5 MG/ML / Guaifenesin 100 MG/ML / Lidocaine 30 MG/ML / Niacinamide 10 MG/ML / Vitamin B 12 1 MG/ML Injectable Solution [Dexa Brachialin] Box of 5,Branded Drug Box,Standard,Drug,RxNorm Extension
41253303,OMOP2451265,Dexamethasone 0.77 MG/ML / Esculin 1.25 MG/ML / Hesperidin 2.5 MG/ML / Lidocaine 5 MG/ML / mofebutazone 137 MG/ML / salicylamide 75 MG/ML / Vitamin B 12 0.25 MG/ML Injectable Solution [Dexamonozon] Box of 24,Branded Drug Box,Standard,Drug,RxNorm Extension
41253302,OMOP2451264,Dexamethasone 3.3 MG / Dipyrone 500 MG / Lidocaine 30 MG / mofebutazone 657 MG / Vitamin B 12 2.5 MG Injectable Solution [Clinit],Branded Drug,Standard,Drug,RxNorm Extension
41253301,OMOP2451263,Dexamethasone 0.325 MG / Dipyrone 125 MG / Phenylbutazone 125 MG / pyridoxine 10 MG / Thiamine 15 MG / Vitamin B 12 0.3 MG Oral Tablet [Dexa Attritin] Box of 20,Branded Drug Box,Standard,Drug,RxNorm Extension
41253300,OMOP2451262,Dexamethasone 0.25 MG / Orphenadrine 25 MG / Phenylbutazone 100 MG / propyphenazone 100 MG / Thiamine 50 MG / Vitamin B 12 0.125 MG Oral Tablet [Dexa Norgesic] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41253299,OMOP2451261,Dexamethasone 0.5 MG / Pantothenic Acid 10 MG / Phenylbutazone 200 MG / prednisolone 3 MG / propyphenazone 300 MG / pyridoxine 10 MG / Vitamin B 12 1 MG Rectal Suppository [Ultra Demoplas A] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41253298,OMOP2451260,Dexamethasone 1 MG / Phenylbutazone 200 MG / Vitamin B 12 2 MG Rectal Suppository [Ambene] Box of 10,Branded Drug Box,Standard,Drug,RxNorm Extension
41253167,OMOP2451129,Dexamethasone 5 MG/ML Injectable Solution [Dexa] Box of 3,Branded Drug Box,Non-Standard,Drug,RxNorm Extension
41253166,OMOP2451128,Dexamethasone 5 MG/ML Injectable Solution [Dexa Clinit] Box of 200,Branded Drug Box,Standard,Drug,RxNorm Extension
41253165,OMOP2451127,Dexamethasone 5 MG/ML Injectable Solution [Dexa Effekton] Box of 240,Branded Drug Box,Standard,Drug,RxNorm Extension
41253164,OMOP2451126,Dexamethasone 5 MG/ML Injectable Solution [Dexa Ratiopharm] Box of 3,Branded Drug Box,Standard,Drug,RxNorm Extension
41253163,OMOP2451125,Dexamethasone 5 MG/ML Injectable Solution [Dexabeta],Branded Drug,Standard,Drug,RxNorm Extension
41253162,OMOP2451124,Dexamethasone 5 MG/ML Injectable Solution [Dexabeta] Box of 1,Branded Drug Box,Standard,Drug,RxNorm Extension
41253161,OMOP2451123,Dexamethasone 5 MG/ML Injectable Solution [Dexaflam] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41253160,OMOP2451122,Dexamethasone 5 MG/ML Injectable Solution [Fortecortin],Branded Drug,Standard,Drug,RxNorm Extension
41253158,OMOP2451120,Dexamethasone 13 MG/ML Injectable Solution [Dexa],Branded Drug,Non-Standard,Drug,RxNorm Extension
41253155,OMOP2451117,Dexamethasone 1 MG/ML Injectable Solution [Dexa Brachialin] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41253154,OMOP2451116,Dexamethasone 8 MG Injectable Solution [Dexamethason Abz] Box of 50,Branded Drug Box,Standard,Drug,RxNorm Extension
41253153,OMOP2451115,Dexamethasone 5 MG/ML Injectable Solution [Dexa Effek] Box of 240,Branded Drug Box,Non-Standard,Drug,RxNorm Extension
41253152,OMOP2451114,Dexamethasone 0.5 MG Oral Tablet [Decadron] Box of 100,Branded Drug Box,Standard,Drug,RxNorm Extension
41253151,OMOP2451113,Dexamethasone 0.5 MG Oral Tablet [Predni F] Box of 30,Branded Drug Box,Standard,Drug,RxNorm Extension
41253150,OMOP2451112,Dexamethasone 0.5 MG Oral Tablet [Dexamed] Box of 125,Branded Drug Box,Standard,Drug,RxNorm Extension
41253149,OMOP2451111,Dexamethasone 1.8 MG/ML Injectable Solution [Afpred] Box of 6,Branded Drug Box,Standard,Drug,RxNorm Extension
41253148,OMOP2451110,Dexamethasone 0.00179 MG/MG Inhalant Solution [Auxiloson] Box of 10,Branded Drug Box,Standard,Drug,RxNorm Extension
41253147,OMOP2451109,Dexamethasone 1.5 MG Oral Tablet [Dexaflam] Box of 20,Branded Drug Box,Standard,Drug,RxNorm Extension
